Google Ads campaign,Nth week,Google Ads cost,Google Ads impressions
md_pmax_алкоголь_виски,0000,93994.3,972616
md_pmax_детские_товары_питание,0000,70926.117796,754771
md_pmax_алкоголь_пиво,0000,63626.56,827219
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,0000,53737.65,320944
md_pmax_товары_для_дома,0000,52539.099037,968484
md_pmax_алкоголь_вино_игристое,0000,46148.26,533857
md_pmax_товары_для_дома_посуда_столовая_посуда,0000,37265.878333,432200
pr_mega_demgen_big-sale_2405,0000,36449.575815,454163
md_pmax_алкоголь_вино,0000,36068.87,530583
md_pmax_детские_товары_подгузники,0000,35450.495898,313466
md_pmax_зоотовары_собаки_кормление,0000,35403.13,258121
md_pmax_продукты_питания_напитки_холодные_вода,0000,33265.539523,432746
md_pmax_зоотовары_коты_кормление,0000,33045.21,314592
md_pmax_продукты_питания_напитки_кофе,0000,30914.3,329338
md_pmax_продукты_питания_бакалея,0000,29713.600452,691727
md_pmax_детские_товары_игрушки_лего,0000,28360.703467,459244
md_pmax_алкоголь_водка,0000,28267.53,369378
md_pmax_продукты_питания_кондитерка,0000,27787.227334,554511
md_pmax_детские_товары_подгузники_пеленки,0000,27491.535944,407413
md_pmax_продукты_питания_напитки_холодные_соки,0000,26851.403385,291490
srch_DSA_алкоголь_UA,0000,26605.784106,123836
md_pmax_алкоголь_бренди,0000,25425.79,360634
md_pmax_бытовая_химия_средства_для_уборки,0000,25269.04529,502553
pr_video_vendor_loreal_2405,0000,22283.977925,927412
srch_prod_алкоголь,0000,20358.79,101554
md_pmax_алкоголь_ликеры_и_наливки,0000,19352.74,239138
md_pmax_детские_товары_косметика_и_гигиена,0000,19090.861165,231488
md_pmax_красота_и_уход_защита_от_солнца,0000,17330.328598,293218
md_pmax_алкоголь_ром,0000,14775.05,199656
shop_st_зоотовары_собаки_здоровье,0000,14397.45,274054
srch_prod_детские_товары,0000,14010.621009,98778
md_pmax_красота_и_уход_уход_за_волосами_шампуни,0000,13490.633058,275280
md_pmax_товары_для_дома_хозяйственный_инвентарь_хозяйственные товары_бумажные_полотенца_GA4_onlyshop,0000,12796.415544,72496
pr_demgen_vendor_lego-kids-day_2405,0000,12678.456845,162852
md_pmax_продукты_питания_консервы,0000,12433.117505,287994
md_pmax_алкоголь_джин,0000,12205.47,104191
md_pmax_детские_товары_игрушки_для_малышей,0000,12156.88295,147599
md_pmax_продукты_питания_кондитерка_батончики,0000,12041.548453,186485
md_pmax_красота_и_уход_уход_за_волосами,0000,11969.1,336284
md_pmax_продукты_питания_снеки,0000,11813.910912,315887
md_pmax_красота_и_уход_гигиена_прокладки_урологические,0000,11742.07,95047
shop_st_бытовая_химия_средства_для_стирки,0000,11591.48,228915
md_pmax_товары_для_здоровья_интимные_товары,0000,11191.734199,26238
srch_DSA,0000,9686.05,77173
shop_st_детские_товары_кормление,0000,9639.37,189047
md_pmax_товары_для_дома_хозяйственный_инвентарь_хозяйственные товары_Все_для_хранения_и_организации пространства_GA4,0000,9524.856386,61908
md_pmax_продукты_питания_кондитерка_конфеты,0000,9382.969063,229970
md_pmax_продукты_питания_соусы,0000,9127.138853,230402
md_pmax_товары_для_дома_хозяйственный_инвентарь_хозяйственные товары_туалетная_бумага_GA4,0000,9061.915705,63465
shop_st_дача_сад_огород_садовые_работы,0000,9052.81,185153
md_pmax_алкоголь_текила,0000,8983.38,108033
md_pmax_продукты_питания_бакалея_масло,0000,8890.548622,154119
md_pmax_продукты_питания_кондитерка_шоколад,0000,8771.284115,229987
md_pmax_красота_и_уход_уход_за_лицом,0000,8561.477549,200911
md_pmax_красота_и_уход_макияж,0000,8523.68,228578
md_pmax_алкоголь_вино_вермут,0000,8449.57,89714
md_pmax_детские_товары_игрушки_a,0000,8187.330071,348538
shop_st_детские_товары_коляски,0000,7978.35,195532
md_pmax_красота_и_уход_уход_за_лицом_крема,0000,7755.582079,180991
srch_cat_алкоголь,0000,7661.59,37825
md_pmax_школа_офис_и_книги,0000,7657.56,211109
srch_cat_детские_товары,0000,7560.52,55121
md_pmax_алкоголь_бальзамы,0000,7368.25,103670
md_pmax_дача_сад_огород_растения,0000,7367.515782,212623
md_pmax_зоотовары_собаки,0000,7201.04526,109583
srch_prod_детские_товары [1] Clone,0000,7151.96,62703
md_pmax_красота_и_уход_уход_за_телом_дезодоранты,0000,7001.53,151944
shop_st_красота_и_уход_уход_за_телом_крема,0000,6818.82,133894
brand_shopping,0000,6495.11,380498
md_pmax_товары_для_здоровья_спортивное_питание,0000,6435.338306,90587
md_pmax_товары_для_дома_посуда_посуда_для хранения продуктов,0000,6255.354997,98022
md_pmax_товары_для_дома_посуда_посуда_для_приготовления_пищи,0000,6218.251054,119049
shop_st_бытовая_химия_репеленты,0000,6099.32,95800
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,0000,5885.384307,131734
md_pmax_зоотовары_коты_гигиена,0000,5730.374569,79914
md_pmax_продукты_питания_напитки_холодные_энергетические_напитки,0000,5707.95752,96138
md_pmax_МБТ_техника_для_дома,0000,5424.45,32167
shop_st_красота_и_уход_уход_за_телом_гели,0000,5325.55,93071
md_pmax_МБТ_GA4_top24,0000,5266.39,110154
shop_st_детские_товары_питание_печенье,0000,5254.08,84755
shop_st_детские_товары_питание_пюре,0000,5174.46,90237
md_pmax_зоотовары_собаки_гигиена,0000,5045.269376,63177
srch_cat_продукты_питания,0000,4928.99,37974
md_pmax_красота_и_уход_уход_за_волосами_окрашивание,0000,4893.970533,185389
shop_st_детские_товары_питание_каши,0000,4748.33,81532
shop_st_дача_сад_огород_дачный_отдых,0000,4715.47,120231
md_pmax_алкоголь,0000,4713.15,152748
srch_prod_зоотовары,0000,4654.19,26406
md_pmax_товары_для_здоровья_БАДы,0000,4511.3,139647
shop_st_детские_товары_активный_отдых,0000,4450.51,83115
md_pmax_детские_товары_мебель,0000,4384.730106,80954
srch_cat_товары_для_дома,0000,4269.19,37184
shop_st_красота_и_уход_уход_за_полостью_рта_електрические,0000,4192.67,33466
md_pmax_товары_для_дома_посуда_сервировка_стола_GA4,0000,4179.718221,60120
md_pmax_бытовая_химия_средства_для_мытья_посуды,0000,4101.86462,46277
md_pmax_продукты_питания_кондитерка_печенье,0000,4082.302476,80375
merch_shop_st_drop_buy,0000,4060.49,95689
md_pmax_детские_товары_беременость_и_материнство,0000,3951.96,48324
md_pmax_продукты_питания_напитки_чай,0000,3800.64,81985
shop_st_красота_и_уход_уход_за_полостью_рта_зубные_пасты,0000,3748.29,74004
md_pmax_красота_и_уход,0000,3714.79,106954
md_pmax_зоотовары_коты_дом_и_отдых,0000,3696.659015,56342
md_pmax_красота_и_уход_азиатская_косметика,0000,3689.374834,69485
md_pmax_красота_и_уход_уход_за_лицом_умывание,0000,3593.639401,82340
md_pmax_детские_товары_детсткие книги,0000,3554.73,91826
md_pmax_детские_товары_игрушки_детское_игрушечное_оружие_GA4,0000,3540.546683,74753
md_pmax_бытовая_химия_ароматы_для_дома,0000,3529.26,56179
md_pmax_товары_для_здоровья_домашняя_аптека,0000,3344.956524,56900
srch_prod_бытовая_химия,0000,3331.5,26485
srch_Продукты_и_напитки_DSA,0000,3310.33,23876
md_pmax_бытовая_химия_средства_для_ухода_за_унитазом,0000,3302.230514,46924
md_pmax_детские_товары_подгузники_салфетки,0000,3207.199882,44398
shop_st_красота_и_уход_уход_за_полостью_рта,0000,3104.72,56757
srch_Детские_товары_DSA,0000,2847.34,17465
md_pmax_красота_и_уход_парфюмерия,0000,2567.943144,76892
srch_prod_електроника,0000,2515.9,30032
shop_st_продукты_питания_молочные_продукты,0000,2502.47,50839
md_pmax_дача_сад_огород_садовая_техника_GA4_onlyshop,0000,2359.39,62380
search_brand,0000,2356.99,49535
md_pmax_продукты_питания_бакалея_макароны,0000,2334.07,72843
merch_shop_st_stereo,0000,2237.86,63545
shop_st_продукты_питания_крупы,0000,2140.54,75580
shop_st_детские_товары_автокресла,0000,2114.64,34256
md_pmax_детские_товары_здоровье,0000,1941.95,25524
shop_st_детские_товары_питание_бакалея,0000,1852.01,34888
srch_Красота_и_уход_DSA,0000,1825.58,18938
shop_st_зоотовары_коты_здоровье,0000,1731.44,45002
shop_st_детские_товары_для_купания,0000,1723.31,35883
shop_st_продукты_питания_хлебобулочные,0000,1719.46,35713
shop__KVI_st_красота_и_уход_GA4,0000,1693.03,24508
srch_Товары_для_дома_DSA,0000,1535.51,10399
shop__KVI_st_детские_товары_GA4,0000,1525.29,18192
merch_shop_st_mirkit,0000,1512.78,24619
md_pmax_красота_и_уход_для_мужчин,0000,1512.67,23528
shop__KVI_st_продукты_и_напитки_GA4,0000,1502.85,18582
shop__KVI_st_бытовая_химия_GA4,0000,1502.8,29156
md_pmax_красота_и_уход_гигиена,0000,1462.867747,20502
md_pmax_детские_товары_кормление_техника,0000,1455.32567,11347
shop_st_красота_и_уход_уход_за_телом,0000,1431.32,47434
shop_st_зоотовары_рыбам_и_черепахам,0000,1371.2,21045
shop__KVI_st_алкоголь_GA4,0000,1357.19,40201
shop_st_зоотовары_грызуны,0000,1351.93,34453
md_pmax_зоотовары_коты,0000,1300.767618,23944
md_pmax_дача_сад_огород_ручной_инструмент_GA4_onlyshop,0000,1297.9,39020
shop_st_бытовая_химия_уход_за_авто_GA4,0000,1296.56,41771
shop_st_красота_и_уход_уход_за_телом_мыло,0000,1197.92,24854
shop_st_детские_товары_подгузники_горшки,0000,1180.66,19571
srch_Бытовая_химия_DSA,0000,1092.54,9771
srch_cat_БАДы,0000,959.69,3373
shop_sm_all_max,0000,881.91,138735
srch_Зоотовары_DSA,0000,746.61,4831
shop_st_алкоголь_слабоакогольные_напитки,0000,733.34,23348
md_pmax_красота_и_уход_для_мужчин_бритья,0000,696.43,22667
shop_st_продукты_питания_суперфуд,0000,648.96,27370
Реклама_журналу,0000,629.22,22312
srch_cat_зоотовары,0000,627.77,4784
shop__KVI_st_товары_для_дома_GA4,0000,602.16,987
shop_st_зоотовары_птицы,0000,546.96,15114
srch_prod_товары_для_дома,0000,542.16,7097
shop_st_зоотовары_собаки_груминг,0000,451.63,12571
md_pmax_детские_товары_школа_newclientsoff,0000,436.544361,5251
srch_prod_продукты_питания,0000,407.52,5371
shop__KVI_st_товары_для_здоровья_GA4,0000,354.41,815
merch_shop_st_whisky_corner,0000,350.45,9962
srch_Азиатская_косметика_DSA,0000,321.94,1278
srch_cat_бытовая_химия,0000,279,2300
srch_cat_електроника,0000,272.89,2223
srch_prod_товары_для_дома [1] Clone,0000,239.84,3736
srch_Дача_сад_город_DSA,0000,232.32,2124
shop_st_товары_для_дома_посуда_GA4,0000,171.91,2132
srch_Товары_для_здоровья_DSA,0000,80.13,591
merch_shop_st_duvo_igrashka_игрушки и творчество,0000,78.93,920
shop_st_товары_для_дома_текстиль_для_дома,0000,74.21,1225
shop_st_товары_для_дома_интерьер_и_декор,0000,58.9,611
merch_shop_st_меблева_зона_тумбы,0000,15.31,60
merch_shop_st_меблева_зона_кровати,0000,1.61,69
srch_prod_красота_и_здоровье [1] Clone,0000,1.43,12
merch_shop_st_меблева_зона_комоды,0000,0,60
merch_shop_st_меблева_зона_текстиль_для_дому,0000,0,3
merch_shop_st_меблева_зона_шкафы,0000,0,28
shop_st_детские_товары_игры_на_улице,0000,0,5
srch_prod_красота_и_здоровье,0000,0,22
md_pmax_алкоголь_виски,0001,76419.71,752890
md_pmax_товары_для_дома,0001,59201.15,1016458
md_pmax_детские_товары_питание,0001,56380.09492,587075
md_pmax_алкоголь_пиво,0001,55306.88,719318
md_pmax_алкоголь_вино_игристое,0001,43505.6,473654
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,0001,39858.73,252675
md_pmax_зоотовары_коты_кормление,0001,38802.43,324199
md_pmax_зоотовары_собаки_кормление,0001,37152.84,242705
md_pmax_товары_для_дома_посуда_столовая_посуда,0001,35498.43831,379870
md_pmax_детские_товары_подгузники,0001,35174.155674,287752
md_pmax_продукты_питания_напитки_холодные_вода,0001,32520.611922,346822
md_pmax_алкоголь_вино,0001,31377.09,422830
md_pmax_детские_товары_игрушки_лего,0001,30814.567581,501001
md_pmax_продукты_питания_напитки_кофе,0001,26962.663872,291374
md_pmax_алкоголь_бренди,0001,24825.61,305772
md_pmax_продукты_питания_напитки_холодные_соки,0001,24036.814405,205970
md_pmax_алкоголь_водка,0001,23508.37,303807
md_pmax_продукты_питания_кондитерка,0001,22921.954298,425543
md_pmax_детские_товары_подгузники_пеленки,0001,22461.927522,375206
pr_mega_demgen_big-sale_2405,0001,22091.651962,246078
md_pmax_продукты_питания_бакалея,0001,21354.15535,484467
srch_prod_алкоголь,0001,19318.878297,95404
md_pmax_бытовая_химия_средства_для_уборки,0001,17693.829074,272352
pr_mega_demgen_friends_2406,0001,17558.504303,171246
srch_DSA_алкоголь_UA,0001,17166.76,85191
md_pmax_алкоголь_ром,0001,16243.02,190104
md_pmax_детские_товары_косметика_и_гигиена,0001,16208.402624,181389
md_pmax_красота_и_уход_защита_от_солнца,0001,16033.776971,262532
shop_st_зоотовары_собаки_здоровье,0001,14243.12,239761
md_pmax_товары_для_здоровья_интимные_товары,0001,14193.125919,73706
md_pmax_дача_сад_огород_растения,0001,14094.272461,286469
srch_prod_детские_товары,0001,12512.79,87303
shop_st_бытовая_химия_средства_для_стирки,0001,12329.69,222329
md_pmax_красота_и_уход_уход_за_волосами_шампуни,0001,12284.62,221614
md_pmax_красота_и_уход_уход_за_волосами,0001,12258.29,269734
md_pmax_товары_для_дома_хозяйственный_инвентарь_хозяйственные товары_бумажные_полотенца_GA4_onlyshop,0001,12175.432093,67988
md_pmax_красота_и_уход_гигиена_прокладки_урологические,0001,11328.57,94715
md_pmax_алкоголь_ликеры_и_наливки,0001,11220.51,144876
md_pmax_продукты_питания_соусы,0001,11143.272541,231802
srch_DSA,0001,11098.12,79242
md_pmax_алкоголь_джин,0001,10912.37,122528
srch_prod_електроника,0001,10721.94,65449
md_pmax_товары_для_здоровья_спортивное_питание,0001,10458.775257,140314
md_pmax_продукты_питания_снеки,0001,10219.822257,247213
md_pmax_продукты_питания_кондитерка_конфеты,0001,9897.958995,225033
md_pmax_детские_товары_игрушки_a,0001,9256.514589,329983
md_pmax_товары_для_дома_хозяйственный_инвентарь_хозяйственные товары_Все_для_хранения_и_организации пространства_GA4,0001,8931.959122,56989
md_pmax_продукты_питания_кондитерка_батончики,0001,8842.689206,143252
md_pmax_продукты_питания_консервы,0001,8820.09,210225
shop_st_детские_товары_кормление,0001,8764.02,163585
md_pmax_алкоголь_вино_вермут,0001,8569.12,79480
md_pmax_продукты_питания_кондитерка_шоколад,0001,8505.228473,199397
md_pmax_алкоголь_текила,0001,8477.37,109438
srch_cat_алкоголь,0001,8377.92,42543
md_pmax_продукты_питания_бакалея_масло,0001,7969.13196,121294
shop_st_детские_товары_коляски,0001,7519.67,168693
md_pmax_алкоголь_бальзамы,0001,7471.49,103063
srch_Продукты_и_напитки_DSA,0001,7308.94,43493
md_pmax_красота_и_уход_уход_за_телом_дезодоранты,0001,7208.52,133153
md_pmax_товары_для_дома_посуда_посуда_для_приготовления_пищи,0001,7015.820343,128881
srch_cat_детские_товары,0001,6920.6,51039
md_pmax_зоотовары_коты_гигиена,0001,6914.157301,100562
md_pmax_зоотовары_собаки,0001,6652.584375,98727
md_pmax_красота_и_уход_уход_за_лицом,0001,6632.42,148101
srch_prod_детские_товары [1] Clone,0001,6539.98,55269
md_pmax_товары_для_дома_посуда_посуда_для хранения продуктов,0001,6351.383085,94185
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,0001,6197.399465,119581
md_pmax_продукты_питания_напитки_холодные_энергетические_напитки,0001,6127.323799,73250
shop_st_дача_сад_огород_садовые_работы,0001,5881.08,135412
md_pmax_красота_и_уход_уход_за_лицом_крема,0001,5849.640729,135618
md_pmax_алкоголь,0001,5374.21,173478
md_pmax_товары_для_дома_посуда_сервировка_стола_GA4,0001,5316.478508,72672
md_pmax_зоотовары_собаки_гигиена,0001,5299.158524,58608
merch_shop_st_stereo,0001,5216.19,170559
md_pmax_товары_для_здоровья_БАДы,0001,5034.64,125235
srch_Детские_товары_DSA,0001,4941.57,28804
md_pmax_красота_и_уход_макияж,0001,4855.18,149219
shop_st_детские_товары_питание_пюре,0001,4792.08,72629
srch_cat_товары_для_дома,0001,4790.26,40023
md_pmax_товары_для_дома_хозяйственный_инвентарь_хозяйственные товары_туалетная_бумага_GA4,0001,4649.602172,32328
merch_shop_st_drop_buy,0001,4490.52,100879
shop_st_красота_и_уход_уход_за_телом_крема,0001,4311.11,82687
shop_st_красота_и_уход_уход_за_телом_гели,0001,4292.38,69691
md_pmax_продукты_питания_кондитерка_печенье,0001,4087.672305,91262
md_pmax_красота_и_уход_уход_за_волосами_окрашивание,0001,4052.210623,129841
md_pmax_детские_товары_беременость_и_материнство,0001,4036.61,45647
shop_st_детские_товары_активный_отдых,0001,3999.67,73410
srch_prod_зоотовары,0001,3972.85,21817
shop_st_бытовая_химия_репеленты,0001,3962.61,72544
srch_cat_продукты_питания,0001,3958.85,29484
md_pmax_бытовая_химия_средства_для_ухода_за_унитазом,0001,3876.902281,54467
md_pmax_продукты_питания_напитки_чай,0001,3755.034348,74040
md_pmax_бытовая_химия_средства_для_мытья_посуды,0001,3660.684358,40752
shop_st_детские_товары_питание_печенье,0001,3618.92,60305
md_pmax_детские_товары_подгузники_салфетки,0001,3556.977033,61687
md_pmax_детские_товары_игрушки_для_малышей,0001,3428.08038,65846
md_pmax_детские_товары_мебель,0001,3373.014996,63115
srch_Красота_и_уход_DSA,0001,3253.51,29207
shop_st_красота_и_уход_уход_за_полостью_рта,0001,3220.24,49817
md_pmax_товары_для_здоровья_домашняя_аптека,0001,3169.278774,49320
md_pmax_школа_офис_и_книги,0001,3164.393028,97203
shop_st_дача_сад_огород_дачный_отдых,0001,3111.18,83685
shop_st_красота_и_уход_уход_за_полостью_рта_зубные_пасты,0001,3110.78,56246
shop_st_детские_товары_питание_каши,0001,3102.95,50516
md_pmax_бытовая_химия_ароматы_для_дома,0001,3065.86,53564
md_pmax_зоотовары_коты_дом_и_отдых,0001,3035.499802,47531
srch_Товары_для_дома_DSA,0001,2883.38,19417
md_pmax_МБТ_GA4_top24,0001,2852.02,67434
md_pmax_красота_и_уход_уход_за_лицом_умывание,0001,2841.1,68777
srch_Бытовая_химия_DSA,0001,2830.78,21339
shop_st_красота_и_уход_уход_за_полостью_рта_електрические,0001,2788.77,23938
shop_st_продукты_питания_крупы,0001,2720.75,71346
md_pmax_красота_и_уход_парфюмерия,0001,2704.01,63821
srch_cat_електроника,0001,2553.12,15687
srch_prod_бытовая_химия,0001,2451.06,20464
shop_st_зоотовары_коты_здоровье,0001,2438.64,44924
search_brand,0001,2379.86,49984
md_pmax_продукты_питания_бакалея_макароны,0001,2330.9,58776
md_pmax_детские_товары_здоровье,0001,2186.242543,25401
shop_st_красота_и_уход_уход_за_телом,0001,2180.58,46623
shop_st_продукты_питания_молочные_продукты,0001,1806.89,38729
md_pmax_красота_и_уход_азиатская_косметика,0001,1796.279237,33783
shop_st_продукты_питания_хлебобулочные,0001,1728.74,32741
shop_st_детские_товары_автокресла,0001,1715.81,27958
md_pmax_дача_сад_огород_садовая_техника_GA4_onlyshop,0001,1699.79,40322
shop_st_детские_товары_для_купания,0001,1650.24,30990
md_pmax_детские_товары_кормление_техника,0001,1596.71198,15290
srch_Зоотовары_DSA,0001,1589.53,9150
md_pmax_зоотовары_коты,0001,1582.27506,22188
shop_st_зоотовары_грызуны,0001,1557.63,38888
shop_st_детские_товары_питание_бакалея,0001,1540.01,27347
md_pmax_красота_и_уход,0001,1364.299514,45845
md_pmax_детские_товары_игрушки_детское_игрушечное_оружие_GA4,0001,1356.28495,37031
md_pmax_дача_сад_огород_ручной_инструмент_GA4_onlyshop,0001,1229.54,36947
srch_cat_БАДы,0001,1216.98,3382
md_pmax_детские_товары_детсткие книги,0001,1206.235596,29888
shop_st_зоотовары_рыбам_и_черепахам,0001,1198.74,17464
md_pmax_красота_и_уход_гигиена,0001,1137.9,13551
md_pmax_красота_и_уход_для_мужчин,0001,1094.77,18844
md_pmax_МБТ_техника_для_дома,0001,1094.215303,16538
shop_st_красота_и_уход_уход_за_телом_мыло,0001,1070.17,18171
shop_st_детские_товары_подгузники_горшки,0001,1044.74,16636
shop_st_бытовая_химия_уход_за_авто_GA4,0001,1035.24,34724
shop_sm_all_max,0001,887.89,144385
shop_st_товары_для_дома_текстиль_для_дома,0001,841.66,6459
shop_st_алкоголь_слабоакогольные_напитки,0001,768.32,22006
shop_st_продукты_питания_суперфуд,0001,760.77,27186
Реклама_журналу,0001,739.86,22771
md_pmax_детские_товары_школа_newclientsoff,0001,736.305563,9646
srch_Азиатская_косметика_DSA,0001,684.94,2911
shop_st_зоотовары_птицы,0001,583.23,16116
srch_Дача_сад_город_DSA,0001,581.81,4450
md_pmax_красота_и_уход_для_мужчин_бритья,0001,580.9,17363
srch_cat_зоотовары,0001,577.13,4136
shop_st_зоотовары_собаки_груминг,0001,560.8,10483
srch_prod_товары_для_дома,0001,500.43,6786
shop_st_товары_для_дома_интерьер_и_декор,0001,279.31,2734
srch_prod_продукты_питания,0001,276.26,5127
srch_prod_товары_для_дома [1] Clone,0001,249.06,3447
srch_cat_бытовая_химия,0001,244.37,2121
merch_shop_st_whisky_corner,0001,186.53,7653
shop_st_товары_для_дома_посуда_GA4,0001,182.08,2502
srch_Товары_для_здоровья_DSA,0001,106.64,1149
shop_st_детские_товары_игры_на_улице,0001,60.61,77
merch_shop_st_меблева_зона_текстиль_для_дому,0001,36.9,5
merch_shop_st_duvo_igrashka_игрушки и творчество,0001,29.45,612
merch_shop_st_меблева_зона_кровати,0001,5.43,299
merch_shop_st_меблева_зона_тумбы,0001,5.11,70
srch_prod_красота_и_здоровье,0001,2.34,20
merch_shop_st_меблева_зона_комоды,0001,1.74,88
merch_shop_st_duvo_igrashka_игрушки и творчество_настольные игры,0001,0,25
merch_shop_st_duvo_igrashka_игрушки и творчество_фигурки героев,0001,0,39
merch_shop_st_меблева_зона_пуфы,0001,0,2
merch_shop_st_меблева_зона_шкафы,0001,0,70
srch_prod_красота_и_здоровье [1] Clone,0001,0,6
md_pmax_алкоголь_виски,0002,72781.27,746648
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,0002,49420.22,282332
md_pmax_алкоголь_пиво,0002,46053.6,649028
md_pmax_детские_товары_питание,0002,46008.505965,389781
md_pmax_товары_для_дома,0002,43177.34,796348
md_pmax_алкоголь_вино_игристое,0002,36600.16,420238
md_pmax_зоотовары_коты_кормление,0002,35372.263145,289698
md_pmax_детские_товары_игрушки_лего,0002,35248.040762,585460
md_pmax_зоотовары_собаки_кормление,0002,34657.56,235269
md_pmax_детские_товары_подгузники,0002,32814.906413,284058
md_pmax_продукты_питания_напитки_холодные_вода,0002,31587.339927,360868
md_pmax_товары_для_дома_посуда_столовая_посуда,0002,30565.623888,319200
md_pmax_алкоголь_вино,0002,28419.56,398115
pr_mega_demgen_friends_2406,0002,26437.237869,296652
srch_prod_алкоголь,0002,24641.37,123264
md_pmax_продукты_питания_напитки_кофе,0002,23759.33,274535
md_pmax_алкоголь_бренди,0002,21656.86,290614
md_pmax_алкоголь_водка,0002,21365.44,280462
md_pmax_продукты_питания_напитки_холодные_соки,0002,21129.046015,173406
md_pmax_детские_товары_подгузники_пеленки,0002,21054.161609,427636
md_pmax_продукты_питания_кондитерка,0002,20972.337526,406836
pr_demgen_vendor_lego-new_2406,0002,18408.391935,168171
md_pmax_продукты_питания_бакалея,0002,17483.461127,426078
srch_DSA_алкоголь_UA,0002,16757.697499,87427
md_pmax_алкоголь_ром,0002,16264.06,192338
shop_st_зоотовары_собаки_здоровье,0002,15975.79,261574
md_pmax_товары_для_здоровья_интимные_товары,0002,15824.89949,94403
md_pmax_дача_сад_огород_растения,0002,15671.860982,355915
md_pmax_бытовая_химия_средства_для_уборки,0002,14917.967166,229322
md_pmax_детские_товары_косметика_и_гигиена,0002,14636.857336,170290
srch_prod_детские_товары,0002,13154.6,92618
md_pmax_красота_и_уход_уход_за_волосами,0002,12600.43,284348
md_pmax_красота_и_уход_защита_от_солнца,0002,12485.180587,198920
md_pmax_детские_товары_игрушки_a,0002,12338.985906,397569
pr_demgen_vendor_brit-care_2406,0002,11924.88454,163532
shop_st_бытовая_химия_средства_для_стирки,0002,11437.48,196160
md_pmax_алкоголь_ликеры_и_наливки,0002,11007.26,145295
srch_DSA,0002,10904.74,85352
md_pmax_красота_и_уход_гигиена_прокладки_урологические,0002,10625.36,96734
shop_st_детские_товары_кормление,0002,10086.17,188343
md_pmax_продукты_питания_соусы,0002,9777.724556,211724
md_pmax_продукты_питания_кондитерка_шоколад,0002,9755.199927,227892
md_pmax_алкоголь_джин,0002,9747.23,114736
srch_cat_алкоголь,0002,9544.52,49262
md_pmax_продукты_питания_снеки,0002,9330.51,232422
md_pmax_красота_и_уход_уход_за_волосами_шампуни,0002,9223.87,192832
md_pmax_продукты_питания_кондитерка_конфеты,0002,9122.592419,212858
md_pmax_товары_для_дома_посуда_сервировка_стола_GA4,0002,8901.064711,90142
md_pmax_товары_для_дома_хозяйственный_инвентарь_хозяйственные товары_бумажные_полотенца_GA4_onlyshop,0002,8756.709955,57088
md_pmax_товары_для_здоровья_спортивное_питание,0002,8483.293679,135121
md_pmax_продукты_питания_консервы,0002,8077.49,176808
md_pmax_продукты_питания_кондитерка_батончики,0002,7931.980911,125849
srch_Продукты_и_напитки_DSA,0002,7617.66,53595
md_pmax_товары_для_дома_посуда_посуда_для_приготовления_пищи,0002,7220.865983,131292
md_pmax_алкоголь_текила,0002,7208.56,92060
srch_cat_детские_товары,0002,7189.24,57180
shop_st_детские_товары_коляски,0002,7054.54,165899
md_pmax_алкоголь_вино_вермут,0002,7018.65,81504
md_pmax_продукты_питания_бакалея_масло,0002,6815.186212,112269
md_pmax_алкоголь_бальзамы,0002,6808.52,106697
md_pmax_зоотовары_коты_гигиена,0002,6792.32395,90558
srch_prod_детские_товары [1] Clone,0002,6434.41,54005
md_pmax_зоотовары_собаки,0002,6383.837822,94663
md_pmax_товары_для_дома_посуда_посуда_для хранения продуктов,0002,5954.823396,94239
shop_st_дача_сад_огород_садовые_работы,0002,5520.6,126865
md_pmax_красота_и_уход_уход_за_телом_дезодоранты,0002,5445.36,112363
md_pmax_товары_для_дома_хозяйственный_инвентарь_хозяйственные товары_Все_для_хранения_и_организации пространства_GA4,0002,5219.581293,29009
md_pmax_товары_для_здоровья_БАДы,0002,5118.795674,124468
md_pmax_красота_и_уход_уход_за_лицом,0002,5003.24,113917
md_pmax_алкоголь,0002,4925.53,146273
md_pmax_продукты_питания_напитки_холодные_энергетические_напитки,0002,4915.573636,60254
srch_cat_товары_для_дома,0002,4678.21,42191
srch_Детские_товары_DSA,0002,4638.06,32356
srch_prod_електроника,0002,4602.59,41431
shop_st_красота_и_уход_уход_за_телом_крема,0002,4533.49,94064
md_pmax_зоотовары_собаки_гигиена,0002,4511.52,55121
shop_st_детские_товары_питание_пюре,0002,4447.04,68938
shop_st_красота_и_уход_уход_за_телом_гели,0002,4340.69,71928
merch_shop_st_drop_buy,0002,4283.4,97360
srch_cat_продукты_питания,0002,4246.96,31710
md_pmax_детские_товары_игрушки_для_малышей,0002,4091.36,69358
shop_st_красота_и_уход_уход_за_полостью_рта,0002,4056.86,61181
md_pmax_красота_и_уход_уход_за_лицом_крема,0002,4040.83319,97157
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,0002,4019.419843,85355
shop_st_детские_товары_активный_отдых,0002,3984.3,78543
md_pmax_бытовая_химия_средства_для_ухода_за_унитазом,0002,3856.373705,49441
srch_Товары_для_дома_DSA,0002,3704.24,25365
