Google Ads campaign,Nth week,Google Ads cost,Google Ads impressions,Active users
md_pmax_школа_офис_и_книги_живопись,39,2663.464017,44868,94
shop_st_продукты_питания_крупы,31,2663.43,68131,126
md_pmax_дача_сад_огород_садова_техніка,58,2660.223857,37542,24
shop_st_детские_товары_питание_бакалея,49,2659.429756,42803,74
md_pmax_красота_и_уход_макияж_губы,34,2658.950772,83622,72
shop_st_красота_и_уход_уход_за_телом_мыло,46,2656.883949,29995,60
shop_st_красота_и_уход_уход_за_телом,23,2654.65,51962,63
md_pmax_дача_сад_огород_садова_техніка,44,2653.749705,39367,5
srch_Бытовая_химия_DSA,9,2653.21,25330,63
md_pmax_Сантехника_и_ремонт_ручной_инструмент,59,2651.12754,41880,62
md_pmax_продукты_питания_бакалея_макароны,12,2650.541746,79550,65
search_brand,19,2650.150157,56950,7591
md_pmax_красота_и_уход_гигиена,43,2650.048546,20429,62
search_brand,2,2650.01,55591,7209
md_pmax_продукты_питания_кондитерка_батончики,31,2649.37,60288,70
md_pmax_товары_для_дома_мебель,57,2646.898206,36115,50
all products  2025_7_12 8_37_shop_st_краса,58,2645.944162,28862,21
shop_st_красота_и_уход_уход_за_телом,24,2645.924818,55730,66
md_pmax_зоотовары_коты_дом_и_отдых,51,2645.859199,28207,62
md_pmax_детские_товары_детсткие книги,23,2644.41,53033,70
md_pmax_красота_и_уход_макияж_губы,49,2643.557178,51851,84
shop_st_зоотовары_рыбам_и_черепахам,44,2643.26938,20551,36
md_pmax_бытовая_химия_ароматы_для_дома,15,2639.3,46412,48
md_pmax_красота_и_уход_макияж_глаза,31,2638.669186,71341,77
md_pmax_красота_и_уход_для_мужчин_бритья,49,2638.21156,26529,40
shop_sm_all_max,35,2637.823608,193889,136
md_pmax_зоотовары_коты_дом_и_отдых,7,2637.45,45376,24
md_pmax_бытовая_химия_ароматы_для_дома,18,2635.735573,42562,61
md_pmax_зоотовары_собаки_гигиена,20,2632.6,34886,53
shop_st_красота_и_уход_уход_за_полостью_рта,19,2631.59,39460,74
shop_st_алкоголь_слабоакогольные_напитки,41,2630.02388,50156,48
shop_st_детские_товары_коляски,19,2629.96,62454,46
md_pmax_зоотовары_коты_дом_и_отдых,6,2629.611522,40194,24
srch_Автотовари_DSA,57,2629.215185,18768,45
md_pmax_детские_товары_здоровье,43,2628.399381,28878,65
md_pmax_красота_и_уход_для_мужчин_бритья,25,2626.596256,33937,72
md_pmax_merch_shop_Gadget_Spot,47,2625.809437,41805,16
md_pmax_школа_офис_и_книги_школа_и_канцтовары,33,2624.03,54777,43
shop_sm_all_max,55,2623.954452,252371,76
md_pmax_красота_и_уход_уход_за_лицом_умывание,5,2623.47,55466,79
shop_st_детские_товары_активный_отдых,55,2623.222377,21451,29
md_pmax_бытовая_химия_средства_для_мытья_посуды,59,2622.854695,24373,78
md_pmax_школа_офис_и_книги_живопись,41,2622.819134,39677,81
md_pmax_красота_и_уход_гигиена,55,2622.148312,24813,65
md_pmax_merch_чохли для планшетів,56,2621.706655,26533,12
md_pmax_товары_для_здоровья_БАДы,31,2617.273216,25990,111
shop_st_детские_товары_коляски,30,2617.09,59700,45
md_pmax_детские_товары_детсткие книги,0,2616.48,68126,32
md_pmax_детские_товары_детсткие книги,6,2616.12,68909,35
shop_sm_all_max,44,2615.719977,235079,114
md_pmax_бытовая_химия_средства_для_мытья_посуды,12,2615.351981,40361,82
shop_st_красота_и_уход_уход_за_телом_гели,10,2614.4,57774,78
md_pmax_продукты_питания_бакалея_макароны,9,2613.894799,75899,64
search_brand,25,2613.773057,68133,8089
md_pmax_merch_Силові тренажери та обладнання,58,2612.532583,23684,17
shop_st_зоотовары_коты_здоровье,2,2610.81,52072,90
srch_prod_бытовая_химия,2,2610.73,20892,67
md_pmax_зоотовары_коты_дом_и_отдых,43,2610.197157,32298,58
srch_prod_бытовая_химия,27,2609.830319,25307,102
md_pmax_школа_офис_и_книги_живопись,50,2609.646925,25304,40
srch_prod_зоотовары,56,2608.38967,16391,51
md_pmax_МБТ_аксы_для_бытовой_техники,23,2605.803084,13300,15
md_pmax_merch_системи безпеки та відеонагляду,56,2605.350429,26906,2
shop_st_красота_и_уход_уход_за_телом_гели,20,2605.23,47322,66
shop_st_красота_и_уход_уход_за_полостью_рта,16,2603.21,34437,99
md_pmax_детские_товары_кормление_техника,25,2603.007349,22013,11
md_pmax_красота_и_уход_для_мужчин_бритья,54,2602.362449,34144,46
md_pmax_бытовая_химия_ароматы_для_дома,24,2600.17,48644,47
md_pmax_школа_офис_и_книги,30,2600.045405,55384,57
md_pmax_красота_и_уход_макияж_губы,43,2598.178326,65121,92
md_pmax_детские_товары_здоровье,47,2598.057184,23278,54
md_pmax_merch_shop_THM,59,2597.053707,25577,24
merch_shop_st_stereo_Джерела_безперебійного_живлення,7,2595.89,67288,14
srch_Автотовари_DSA,48,2595.501178,15047,18
md_pmax_merch_Фітнес та тренування,58,2594.443355,20982,29
srch_prod_бытовая_химия,10,2594.3,22203,87
md_pmax_МБТ_техника_для_красоты_и_здоровья,31,2592.920345,49816,26
md_pmax_Сантехника_и_ремонт_ручной_инструмент,60,2592.651874,44517,60
md_pmax_МБТ_аксы_для_бытовой_техники,42,2592.211131,24116,52
shop_st_алкоголь_слабоакогольные_напитки,23,2591.59,46763,33
shop_st_дача_сад_огород_садовые_работы,34,2590.89,57304,50
shop_st_дача_сад_огород_дачный_отдых,43,2590.827303,39176,44
shop_st_товары_для_дома_интерьер_и_декор,5,2587.05,26157,0
md_pmax_школа_офис_и_книги_школа_и_канцтовары,28,2586.826772,45098,77
md_pmax_продукты_питания_напитки_холодные_энергетические_напитки,3,2586.40184,45740,28
md_pmax_детские_товары_подгузники_салфетки,30,2585.602583,27515,112
md_pmax_красота_и_уход_гигиена,30,2585.585854,20743,50
shop_st_зоотовары_коты_здоровье,33,2585.42,44675,66
md_pmax_бытовая_химия_средства_для_мытья_посуды,13,2585.178989,36113,75
md_pmax_красота_и_уход_уход_за_волосами_окрашивание,28,2580.396117,64996,60
srch_Товары_для_здоровья_DSA,53,2579.864304,15787,69
shop_st_красота_и_уход_уход_за_телом,2,2579.67,58508,41
md_pmax_товары_для_здоровья_интимные_товары,30,2579.309847,65496,33
md_pmax_зоотовары_коты_дом_и_отдых,41,2579.195595,32914,79
srch_prod_зоотовары,53,2575.673341,12645,63
md_pmax_зоотовары_собаки_кормление,61,2573.818704,14472,46
md_pmax_красота_и_уход_уход_за_лицом_умывание,0,2573.441942,59377,51
md_pmax_МБТ_техника_для_дома,10,2573.21816,25575,10
md_pmax_Сантехника_и_ремонт_ручной_инструмент,56,2572.731383,43635,48
shop_sm_all_max,45,2571.523153,234448,108
shop_st_красота_и_уход_уход_за_полостью_рта,12,2570.49,45081,63
brand_shopping,0,2567.66,156569,221
md_pmax_товары_для_дома_текстиль_одеяла_подушки_наматрасники,48,2565.765221,32700,58
Реклама_журналу_2.0_new,52,2565.197747,73084,2
md_pmax_школа_офис_и_книги_живопись,51,2565.132286,29091,56
md_pmax_Сантехника_и_ремонт_ручной_инструмент,7,2564.694877,39204,7
md_pmax_детские_товары_здоровье,54,2562.296945,26910,51
md_pmax_красота_и_уход_гигиена,47,2559.90957,20664,60
demgen_conversion_youtube_shorts,58,2558.81669,136634,0
shop_st_2к,29,2558.55,34267,13
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,14,2558.41,55817,39
md_pmax_зоотовары_коты_гигиена,30,2557.701396,21488,186
md_pmax_детские_товары_игрушки_лего,61,2557.38,26948,26
shop_st_алкоголь_слабоакогольные_напитки,28,2556.856512,41427,63
md_pmax_алкоголь_вино_вермут,38,2556.601293,42168,44
md_pmax_товары_для_дома_мебель,55,2553.893215,31419,49
md_pmax_детские_товары_здоровье,13,2553.574171,28315,19
md_pmax_МБТ_аксы_для_бытовой_техники,33,2553.53,26828,35
shop_st_товары_для_дома_интерьер_и_декор,48,2553.183061,46325,77
srch_cat_електроника,1,2553.12,15687,13
md_pmax_товары_для_здоровья_домашняя_аптека,11,2552.973833,47191,45
md_pmax_МБТ_аксы_для_бытовой_техники,37,2552.849929,29098,40
md_pmax_товары_для_дома_мебель,39,2550.526099,43298,21
md_pmax_зоотовары_коты_дом_и_отдых,57,2550.46018,28104,58
shop_st_красота_и_уход_уход_за_телом_гели,8,2549.45,50934,69
merch_shop_st_GT_Store_настільні_ігри,22,2548.32,52000,15
md_pmax_МБТ_техника_для_дома,8,2547.392537,26015,14
shop_st_продукты_питания_хлебобулочные,47,2545.840551,39066,58
srch_Товары_для_дома_DSA,61,2542.830006,14699,39
md_pmax_детские_товары_здоровье,56,2542.147186,27224,49
shop_st_дача_сад_огород_дачный_отдых,35,2541.772883,50628,31
shop_st_красота_и_уход_уход_за_полостью_рта_електрические,0,2540.93,22539,21
srch_cat_електроника,56,2539.914228,57144,67
md_pmax_детские_товары_детсткие книги,24,2538.625646,60141,78
md_pmax_зоотовары_собаки_гигиена,24,2536.805381,27615,48
srch_Бытовая_химия_DSA,7,2536.68,24309,51
md_pmax_бытовая_химия_ароматы_для_дома,23,2536.6,40685,59
md_pmax_детские_товары_здоровье,38,2536.208309,32369,64
md_pmax_автотовары_автохимия_автокосметика,36,2535.654665,55149,31
shop_st_товары_для_дома_интерьер_и_декор,57,2535.264264,36442,56
md_pmax_merch_Фітнес та тренування,59,2535.088068,21853,24
shop_st_красота_и_уход_уход_за_полостью_рта_зубные_пасты,0,2531.87,51667,70
md_pmax_зоотовары_собаки_гигиена,32,2531.62,27825,36
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,5,2530.94,52628,66
shop_st_красота_и_уход_уход_за_полостью_рта_електрические,2,2530.54,20726,23
md_pmax_красота_и_уход_макияж_губы,54,2529.172711,42105,75
md_pmax_бытовая_химия_ароматы_для_дома,2,2527.1,44966,55
srch_Товары_для_здоровья_DSA,56,2524.104326,16182,60
shop_st_продукты_питания_молочные_продукты,24,2523.616686,41786,78
shop_st_детские_товары_для_купания,49,2523.481805,27066,55
shop_st_товары_для_дома_текстиль_для_дома,35,2522.56,31468,36
srch_Бытовая_химия_DSA,3,2521.9,21220,32
md_pmax_зоотовары_коты_дом_и_отдых,58,2521.855078,25563,49
md_pmax_товары_для_дома_текстиль_кухня,52,2520.948046,27531,62
md_pmax_МБТ_техника_для_дома,60,2520.9,26845,15
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,4,2520.265079,56919,63
shop_st_красота_и_уход_уход_за_телом,58,2519.12675,43015,92
md_pmax_детские_товары_детсткие книги,35,2518.855247,54150,139
srch_Товары_для_здоровья_DSA,59,2518.434058,16431,50
md_pmax_зоотовары_коты_дом_и_отдых,45,2517.504283,31313,66
shop_st_красота_и_уход_уход_за_телом,21,2517.13,50082,56
md_pmax_зоотовары_собаки_гигиена,27,2515.286403,26953,46
srch_Продукти,23,2514.462715,9186,14
shop_st_товары_для_дома_интерьер_и_декор,44,2514.423019,55050,68
md_pmax_продукты_питания_напитки_чай,0,2514.02,54254,45
md_pmax_товары_для_дома_текстиль_сон,41,2513.512137,33524,100
md_pmax_красота_и_уход_уход_за_телом_дезодоранты,38,2513.195733,39400,60
shop_st_красота_и_уход_уход_за_телом_мыло,45,2513.054641,35269,72
shop_st_красота_и_уход_уход_за_телом_гели,27,2511.366356,46604,85
shop_st_красота_и_уход_уход_за_телом,53,2510.883984,39167,98
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,17,2510.77,47800,51
shop_st_продукты_питания_хлебобулочные,27,2510.298239,38174,54
md_pmax_зоотовары_собаки_гигиена,25,2509.877993,29025,39
srch_cat_бытовая_химия,53,2509.30753,16746,35
shop_st_красота_и_уход_уход_за_полостью_рта,18,2508.85,42685,66
md_pmax_бытовая_химия_средства_для_мытья_посуды,53,2508.361224,26453,44
srch_prod_бытовая_химия,53,2506.29365,14548,75
Реклама_журналу_2.0_new,57,2505.774345,79107,1
shop_st_красота_и_уход_уход_за_телом_гели,7,2504.17,53839,60
srch_Зоотовары_DSA,34,2503.286673,23969,58
srch_Зоотовары_DSA,32,2503.217909,22727,42
srch_prod_бытовая_химия,59,2502.334827,13881,98
md_pmax_красота_и_уход_уход_за_телом_дезодоранты,34,2501.87,53777,56
md_pmax_детские_товары_подгузники_салфетки,31,2501.479774,29141,106
md_pmax_красота_и_уход_уход_за_лицом_умывание,3,2500.93,53645,54
md_pmax_продукты_питания_кондитерка_печенье,25,2500.837751,75054,66
md_pmax_красота_и_уход_гигиена,24,2500.380409,22825,43
shop_st_товары_для_дома_текстиль_для_дома,45,2499.038599,23088,36
md_pmax_детские_товары_здоровье,37,2498.977298,32546,62
search_brand,22,2498.71,54058,6560
shop_st_детские_товары_питание_каши,7,2498.16,37421,56
srch_prod_зоотовары,55,2497.6141,15085,63
shop_st_зоотовары_рыбам_и_черепахам,59,2497.112217,15610,30
md_pmax_бытовая_химия_ароматы_для_дома,16,2495.91,42959,44
search_brand,12,2495.8,45930,6000
shop_st_красота_и_уход_уход_за_полостью_рта,17,2494.68,33431,72
campaign - villains 2025_7_11 13_59_shop_st_дача,59,2494.278279,29934,6
srch_Бытовая_химия_DSA,2,2493.89,21228,25
shop_st_детские_товары_для_купания,41,2491.354668,28135,60
shop_st_детские_товары_для_купания,39,2490.119604,26859,47
shop_st_зоотовары_рыбам_и_черепахам,60,2488.61,15396,35
md_pmax_автотовары_автохимия_автокосметика,7,2486.830747,63440,15
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,18,2486.495022,47757,47
demgen_conversion_youtube_shorts,55,2486.457191,140437,3
md_pmax_зоотовары_коты_дом_и_отдых,8,2486.24,38321,37
md_pmax_товары_для_дома_мебель,9,2486.223479,29736,50
shop_st_детские_товары_питание_бакалея,48,2485.083952,41234,72
md_pmax_зоотовары_коты_дом_и_отдых,5,2484.903675,37005,24
shop_st_красота_и_уход_уход_за_волосами,31,2483.51,83818,38
md_pmax_зоотовары_коты_дом_и_отдых,0,2483.208671,37503,25
demgen_conversion_youtube_shorts,57,2482.060673,148423,3
md_pmax_сантехника_и_ремонт_електроинструмент,56,2480.715757,46909,34
md_pmax_дача_сад_огород_растения_сезон_рассады,57,2477.539919,52551,124
srch_Товары_для_здоровья_DSA,55,2477.518441,15007,63
md_pmax_красота_и_уход_уход_за_волосами_окрашивание,10,2476.85,78652,56
shop_st_красота_и_уход_уход_за_полостью_рта,13,2476.05,41291,67
md_pmax_продукты_питания_кондитерка_печенье,6,2475.611861,50952,36
shop_st_продукты_питания_молочные_продукты,25,2474.836692,39031,59
srch_prod_бытовая_химия,55,2474.299921,16318,78
shop_st_детские_товары_для_купания,45,2474.171255,29473,69
md_pmax_алкоголь_вино_вермут,48,2474.12678,32674,47
srch_prod_бытовая_химия,52,2473.153323,12683,84
md_pmax_красота_и_уход_гигиена,60,2473.06,21140,36
md_pmax_Сантехника_и_ремонт_ручной_инструмент,47,2473.058812,37960,35
md_pmax_школа_офис_и_книги,20,2472.77,53710,62
md_pmax_школа_офис_и_книги_живопись,42,2472.511789,38883,80
srch_prod_зоотовары,27,2471.110602,22586,84
shop_st_детские_товары_автокресла,43,2471.087849,22209,16
md_pmax_зоотовары_коты_дом_и_отдых,11,2470.978488,44181,43
md_pmax_детские_товары_здоровье,44,2470.46868,25478,63
demgen_conversion_youtube_shorts,56,2469.36144,126415,3
demgen_conversion_youtube_shorts,59,2469.003216,133450,2
md_pmax_красота_и_уход,55,2468.874421,36344,42
shop_st_детские_товары_питание_печенье,4,2467.96,46777,44
md_pmax_зоотовары_собаки,46,2466.811668,32614,71
md_pmax_красота_и_уход_для_мужчин_бритья,50,2466.524454,25016,57
merch_shop_st_stereo_Акумулятори_для_ДБЖ,4,2465.2,45905,0
md_pmax_Сантехника_и_ремонт_ручной_инструмент,52,2463.977807,44226,51
md_pmax_детские_товары_здоровье,45,2461.926335,26436,64
md_pmax_зоотовары_коты_дом_и_отдых,44,2460.912308,29196,58
md_pmax_школа_офис_и_книги_школа_и_канцтовары,35,2460.728926,54394,54
shop_st_детские_товары_для_купания,58,2460.600214,27498,55
srch_Напої_холодні,22,2459.5,9983,3
pr_demgen_vendor_panda_2406,5,2459.408038,37786,14
md_pmax_товары_для_дома_текстиль_одеяла_подушки_наматрасники,46,2455.868572,31516,60
md_pmax_школа_офис_и_книги_школа_и_канцтовары,32,2455.58,43689,51
md_pmax_школа_офис_и_книги_живопись,57,2453.479314,25670,44
md_pmax_бытовая_химия_средства_для_мытья_посуды,31,2451.63,29752,52
md_pmax_merch_чохли для планшетів,57,2451.40772,26579,19
srch_prod_бытовая_химия,1,2451.06,20464,60
shop_st_товары_для_дома_интерьер_и_декор,27,2450.844057,58068,53
md_pmax_красота_и_уход,36,2450.01221,60654,73
md_pmax_продукты_питания_напитки_холодные_энергетические_напитки,8,2448.585944,62983,53
shop_st_товары_для_дома_интерьер_и_декор,45,2448.099563,54635,101
md_pmax_товары_для_здоровья_домашняя_аптека,7,2447.702954,46381,36
srch_merch_Меблева_Зона_Меблі_Еверест_DSA,20,2447.19,1118,1
md_pmax_школа_офис_и_книги_живопись,59,2444.431504,22710,42
md_pmax_товары_для_здоровья_интимные_товары,35,2443.609438,56645,44
srch_Товары_для_здоровья_DSA,46,2441.812926,12847,44
merch_shop_st_drop_buy_Samsung,4,2441.66,35584,1
md_pmax_алкоголь,41,2441.24794,65954,124
shop_st_продукты_питания_молочные_продукты,30,2440.91,57681,84
md_pmax_продукты_питания_бакалея_макароны,23,2440.37,68660,102
md_pmax_МБТ_техника_для_дома,4,2439.481901,33416,15
shop_st_зоотовары_коты_здоровье,1,2438.64,44924,70
search_brand,14,2436.44,46095,7139
md_pmax_школа_офис_и_книги_живопись,45,2435.432706,28898,62
md_pmax_Сантехника_и_ремонт_ручной_инструмент,10,2434.729686,57283,20
shop_st_товары_для_дома_хранение_и_организация,55,2434.568627,36976,82
md_pmax_красота_и_уход_для_мужчин_бритья,12,2433.34,51005,72
md_pmax_Сантехника_и_ремонт_ручной_инструмент,48,2431.375432,41020,41
srch_prod_зоотовары,26,2431.136227,25306,105
demgen_conversion_youtube_shorts,60,2430.340192,145011,1
md_pmax_зоотовары_коты_дом_и_отдых,4,2429.57,39402,19
md_pmax_красота_и_уход_макияж_губы,10,2429.336369,60522,31
md_pmax_алкоголь_вино_вермут,43,2429.254185,41816,42
shop_st_красота_и_уход_уход_за_телом_гели,41,2428.061751,44666,111
merch_shop_st_drop_buy_Samsung,7,2427.64,37294,10
shop_st_продукты_питания_молочные_продукты,7,2427.08,37700,33
shop_st_дача_сад_огород_дачный_отдых,25,2427.07,41655,65
md_pmax_товары_для_дома_посуда_чай_и_кофе,57,2427.021986,26262,63
md_pmax_детские_товары_подгузники_салфетки,42,2425.642126,23328,69
shop_st_детские_товары_коляски,18,2425.22,64817,41
md_pmax_товары_для_дома_текстиль_кухня,51,2422.289766,26152,62
md_pmax_зоотовары_собаки_кормление_Royal_Canin,61,2419.66,5553,15
md_pmax_красота_и_уход_уход_за_телом_дезодоранты,42,2418.941739,39184,55
md_pmax_товары_для_здоровья_интимные_товары,60,2418.63,49294,68
search_brand,3,2418.18,51038,6366
md_pmax_детские_товары_здоровье,57,2416.821985,19471,53
md_pmax_продукты_питания_напитки_чай,12,2416.408844,56018,69
md_pmax_продукты_питания_кондитерка_печенье,7,2415.85703,42856,39
shop_st_зоотовары_коты_здоровье,37,2411.995875,41927,78
md_pmax_детские_товары_подгузники_салфетки,41,2410.236016,20844,42
md_pmax_детские_товары_детсткие книги,31,2405.79,42904,74
shop_st_товары_для_дома_текстиль_для_дома,36,2404.111117,31837,35
md_pmax_красота_и_уход_для_мужчин_бритья,42,2403.103118,25650,75
md_pmax_детские_товары_кормление_техника,30,2401.486609,12424,13
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,27,2401.353895,36663,37
md_pmax_красота_и_уход_уход_за_телом_дезодоранты,40,2400.863493,42845,63
md_pmax_товары_для_здоровья_интимные_товары,28,2400.478237,59328,53
srch_Зоотовары_DSA,6,2398.47,15922,24
srch_Зоотовары_DSA,25,2397.561,18704,37
md_pmax_продукты_питания_кондитерка_печенье,58,2395.471781,52011,110
md_pmax_красота_и_уход_для_мужчин,35,2394.75695,31218,70
shop_st_красота_и_уход_уход_за_полостью_рта_зубные_пасты,31,2391.49,49431,98
md_pmax_красота_и_уход_для_мужчин_бритья,27,2390.924518,33577,59
md_pmax_красота_и_уход_гигиена,40,2390.348059,21486,60
md_pmax_товары_для_дома_мебель,14,2386.485019,14302,97
shop_sm_all_max,50,2386.052526,211294,100
md_pmax_товары_для_здоровья_домашняя_аптека,28,2384.816749,40330,44
pr_gdn_april15_2504,46,2383.155572,467408,0
md_pmax_бытовая_химия_средства_для_мытья_посуды,55,2383.137733,24809,67
md_pmax_красота_и_уход_уход_за_телом_дезодоранты,41,2382.800214,49309,56
md_pmax_дача_сад_огород_растения,19,2382.74,64368,51
search_brand,1,2379.86,49984,7259
md_pmax_МБТ_аксы_для_бытовой_техники,46,2378.418906,23177,39
md_pmax_продукты_питания_бакалея_макароны,2,2378.14,60923,55
md_pmax_Сантехника_и_ремонт_ручной_инструмент,46,2377.029215,44315,43
shop_st_детские_товары_коляски,25,2376.968815,59179,30
md_pmax_МБТ_техника_для_дома,2,2373.900452,26115,2
shop_st_красота_и_уход_уход_за_телом,4,2373.66,58785,50
md_pmax_красота_и_уход_для_мужчин_бритья,26,2373.373342,34874,83
shop_st_детские_товары_коляски,42,2373.220136,62482,52
srch_Товары_для_здоровья_DSA,58,2372.717169,14801,70
shop_st_красота_и_уход_уход_за_телом_крема,21,2372.25,39324,40
md_pmax_merch_maudau_навушники,53,2371.02079,30928,14
srch_cat_товары_для_дома,44,2371.000687,23308,228
shop_st_детские_товары_коляски,33,2370.52,62259,35
shop_st_красота_и_уход_уход_за_телом_гели,6,2369.95,50669,59
md_pmax_бытовая_химия_средства_для_мытья_посуды,27,2369.789373,26222,64
srch_Дитячий_активний_відпочинок,48,2369.622938,18963,8
md_pmax_алкоголь_вино_вермут,59,2369.614055,45356,40
shop_sm_all_max,43,2369.550936,209633,99
shop_sm_all_max,48,2368.953369,207590,72
srch_cat_електроника,38,2368.228255,52145,40
md_pmax_бытовая_химия_ароматы_для_дома,51,2367.475278,31707,79
md_pmax_красота_и_уход_уход_за_волосами_окрашивание,31,2367.44,65031,52
md_pmax_красота_и_уход_гигиена,52,2365.952888,20183,64
md_pmax_продукты_питания_бакалея_макароны,58,2363.890605,47885,67
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,19,2361.25,45106,51
md_pmax_алкоголь_вино_вермут,56,2360.80986,31358,47
shop_st_детские_товары_для_купания,48,2359.569901,24473,65
md_pmax_зоотовары_коты_дом_и_отдых,36,2359.241071,33040,71
srch_prod_бытовая_химия,3,2358.8,19402,56
md_pmax_товары_для_дома_мебель,15,2358.790598,17989,92
md_pmax_merch_shop_Touch,59,2358.162468,39283,29
srch_prod_бытовая_химия,9,2358,23003,58
md_pmax_бытовая_химия_ароматы_для_дома,19,2356.65938,38482,52
shop_sm_all_max,53,2356.146277,214627,71
md_pmax_красота_и_уход_уход_за_телом_дезодоранты,39,2355.914665,40913,63
md_pmax_детские_товары_кормление_техника,26,2355.349472,18890,12
md_pmax_зоотовары_коты_гигиена,31,2354.02,19116,112
md_pmax_продукты_питания_кондитерка_печенье,47,2353.871356,50086,115
shop_st_детские_товары_коляски,44,2352.190831,43272,65
shop_st_красота_и_уход_уход_за_телом,42,2351.756388,45465,102
shop_st_Сузір*я,37,2350.440688,15082,34
srch_Автотовари_DSA,52,2348.147788,19475,31
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,11,2346.95,53640,36
shop_st_детские_товары_для_купания,36,2345.702004,28764,45
md_pmax_зоотовары_коты_дом_и_отдых,37,2343.643547,45113,71
md_pmax_красота_и_уход_макияж,3,2340.06,83477,69
md_pmax_школа_офис_и_книги,32,2338.6,67021,62
merch_shop_st_stereo_Джерела_безперебійного_живлення,4,2338.2,42836,0
srch_cat_електроника,51,2336.57104,31597,54
shop_st_зоотовары_коты_здоровье,23,2336.2,46019,49
shop_st_красота_и_уход_уход_за_телом_мыло,10,2336.09,36512,39
md_pmax_детские_товары_игрушки_детское_игрушечное_оружие_GA4,0,2335.94627,50197,11
md_pmax_merch_комп’ютерні миші,58,2334.909138,12213,5
shop_st_продукты_питания_хлебобулочные,29,2332.62,38483,60
md_pmax_детские_товары_здоровье,19,2331.711595,39247,51
md_pmax_продукты_питания_бакалея_макароны,1,2330.9,58776,58
md_pmax_красота_и_уход,0,2330.73,69492,33
md_pmax_красота_и_уход_гигиена,46,2330.385133,18261,57
md_pmax_товары_для_дома_мебель,16,2330.172047,24836,95
md_pmax_зоотовары_собаки_гигиена,26,2330.070358,26655,52
merch_shop_st_stereo_Портативні_зарядні_станції,7,2329.62,72996,7
srch_prod_зоотовары,59,2324.864032,15950,43
md_pmax_красота_и_уход_для_мужчин,27,2324.854401,25231,41
shop_st_детские_товары_питание_бакалея,33,2324.85,45806,58
shop_st_красота_и_уход_уход_за_полостью_рта,0,2324.77,41670,27
shop_st_товары_для_дома_хранение_и_организация,54,2320.268739,33582,88
md_pmax_красота_и_уход_парфюмерия,25,2319.233386,51658,51
search_brand,31,2319.188088,51818,5649
shop_st_детские_товары_подгузники_горшки,26,2318.509761,21494,25
srch_prod_бытовая_химия,0,2315.58,18547,56
shop_st_красота_и_уход_уход_за_полостью_рта_електрические,9,2314.55,19179,40
srch_cat_алкоголь,34,2314.106607,16863,70
shop_st_товары_для_дома_интерьер_и_декор,10,2313.67,14906,5
md_pmax_товары_для_здоровья_домашняя_аптека,0,2312.386524,38613,31
shop_st_красота_и_уход_уход_за_волосами,33,2312.02,69109,39
shop_st_зоотовары_рыбам_и_черепахам,58,2311.409929,12873,15
md_pmax_красота_и_уход_гигиена,10,2311.3,24505,48
srch_Алкоголь_Тихі_вина,21,2311.276684,3199,6
shop_st_красота_и_уход_уход_за_полостью_рта_електрические,35,2310.27,17764,63
md_pmax_детские_товары_детсткие книги,36,2308.626637,43059,132
shop_st_красота_и_уход_уход_за_полостью_рта,7,2308.49,46678,51
md_pmax_бытовая_химия_ароматы_для_дома,21,2308.368145,34971,42
merch_shop_st_whisky_corner,3,2308.23,62535,3
md_pmax_дача_сад_огород_растения_сезон_рассады,44,2307.885577,46798,105
shop_st_красота_и_уход_уход_за_полостью_рта_електрические,59,2307.665314,22266,49
srch_cat_електроника,6,2306.18,15075,25
shop_st_детские_товары_питание_бакалея,35,2306.147205,41092,59
shop_st_продукты_питания_молочные_продукты,10,2305.41,44647,37
md_pmax_красота_и_уход_гигиена,33,2305.39215,23151,48
md_pmax_товары_для_дома_мебель,40,2305.375967,33228,32
shop_st_зоотовары_рыбам_и_черепахам,45,2304.248928,23995,14
shop_st_товары_для_дома_интерьер_и_декор,60,2302.2,31117,38
search_brand,33,2300.202832,59098,7641
md_pmax_merch_клавіатури,57,2296.63458,26859,6
md_pmax_Сантехника_и_ремонт_ручной_инструмент,31,2295.757703,37007,15
shop_st_детские_товары_коляски,60,2295.55,49189,33
md_pmax_бытовая_химия_средства_для_ухода_за_унитазом,0,2293.053762,34086,35
srch_Зоотовары_DSA,36,2291.825544,20279,57
shop_st_красота_и_уход_уход_за_телом,7,2290.56,59527,63
shop_sm_all_max,42,2287.378495,208065,90
shop_st_красота_и_уход_уход_за_волосами,37,2286.76112,65543,23
srch_cat_електроника,45,2286.504297,38026,58
md_pmax_детские_товары_здоровье,18,2284.879532,36165,36
Реклама_журналу_2.0_new,48,2284.500736,70514,0
md_pmax_детские_товары_здоровье,53,2282.986658,26757,44
md_pmax_товары_для_здоровья_домашняя_аптека,5,2280.589842,42248,32
srch_Зоотовары_DSA,37,2280.484643,17614,57
