Google Ads campaign,Nth week,Google Ads cost,Google Ads impressions,Active users
md_pmax_продукты_питания_кондитерка_батончики,54,10209.057531,114969,154
srch_DSA,34,10204.026517,121826,402
md_pmax_детские_товары_беременость_и_материнство,18,10201.881999,95622,139
md_pmax_продукты_питания_напитки_чай,50,10201.182427,166780,277
md_pmax_красота_и_уход_гигиена_прокладки_урологические,58,10190.552136,62423,153
srch_Алкоголь_Віскі,34,10187.353421,40051,114
shop_st_бытовая_химия_средства_для_стирки,3,10187.34,177587,218
shop_st_детские_товары_питание_печенье,41,10185.511453,129606,197
md_pmax_детские_товары_подгузники_пеленки,49,10175.514739,50624,167
srch_DSA,60,10165.850538,110319,434
shop_st_дача_сад_огород_садовые_работы,6,10164.92,195320,99
md_pmax_продукты_питания_консервы,10,10160.861703,228525,173
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых_белла_GA4,39,10159.014678,72894,77
shop_st_дача_сад_огород_садовые_работы,8,10157.48,184804,95
srch_DSA,51,10156.380114,122395,424
shop_st_продукты_питания_крупы,48,10143.933071,152632,212
shop_st_зоотовары_собаки_здоровье,0,10143.7,192919,165
srch_DSA,21,10142.88,104301,289
shop_st_продукты_питания_крупы,41,10141.700118,182822,235
md_pmax_красота_и_уход_уход_за_лицом_умывание,18,10135.622221,149462,172
md_pmax_красота_и_уход_макияж_лицо,30,10126.716103,194740,110
md_pmax_красота_и_уход_уход_за_лицом,39,10126.49583,160975,319
md_pmax_красота_и_уход_уход_за_телом_дезодоранты,53,10122.358736,141499,128
srch_DSA,4,10122.15,81160,244
md_pmax_ven_2к,42,10108.027377,103722,49
srch_cat_продукты_питания,39,10101.763532,80834,247
md_pmax_продукты_питания_кондитерка_шоколад,54,10099.467342,148336,241
md_pmax_бытовая_химия_средства_для_ухода_за_унитазом,44,10097.968393,87652,179
shop_st_красота_и_уход_уход_за_полостью_рта_електрические,41,10090.672181,49612,78
srch_cat_продукты_питания,50,10090.56458,52736,270
shop_st_красота_и_уход_уход_за_телом_крема,46,10087.506395,103089,210
shop_st_детские_товары_кормление,2,10086.17,188343,218
md_pmax_алкоголь_текила,48,10082.906439,91290,111
md_pmax_красота_и_уход_защита_от_солнца,7,10080.30074,188164,126
md_pmax_продукты_питания_напитки_холодные_вода,31,10079.943716,146823,128
md_pmax_алкоголь_ликеры_и_наливки,17,10078.76,119990,201
shop_st_детские_товары_питание_печенье,32,10078.34,173374,193
srch_cat_детские_товары,49,10077.538308,58787,250
md_pmax_алкоголь_текила,10,10076.35,84732,91
md_pmax_детские_товары_подгузники_пеленки,30,10076.28,48265,117
srch_Алкоголь_Віскі,22,10074.748999,26795,60
md_pmax_дача_сад_огород_растения_Горшки и_уход за_растениями,23,10072.96,171575,155
md_pmax_продукты_питания_соусы,36,10072.148594,212893,266
srch_cat_продукты_питания,52,10071.653013,50407,274
md_pmax_продукты_питания_напитки_холодные_вода,60,10071.544999,140201,210
md_pmax_продукты_питания_напитки_чай,29,10068.792429,222938,324
srch_DSA,30,10065.258228,104796,385
shop_st_детские_товары_питание_пюре,54,10064.859324,110066,155
srch_DSA,8,10063.4,88855,263
md_pmax_продукты_питания_кондитерка_батончики,56,10057.466615,106622,162
md_pmax_товары_для_дома_посуда_посуда_для хранения продуктов,31,10057.109197,140024,164
md_pmax_бытовая_химия_средства_для_ухода_за_унитазом,53,10055.849211,81635,133
srch_DSA,48,10050.419859,72221,418
md_pmax_товары_для_дома_текстиль_одеяла_подушки_наматрасники,39,10044.52956,99260,70
srch_Алкоголь_Ігристі,28,10040.824884,18977,125
srch_Алкоголь_Віскі,30,10039.094953,51797,161
srch_Напої_гарячі,31,10037.456179,20840,86
md_pmax_детские_товары_подгузники_пеленки,13,10036.547151,203760,291
srch_prod_детские_товары [1] Clone,58,10034.862503,122319,207
md_pmax_алкоголь_бальзамы,7,10033.58,121714,122
shop_st_дача_сад_огород_дачный_отдых,13,10033.22,144142,127
md_pmax_красота_и_уход_азиатская_косметика,17,10031.58694,112217,143
srch_Алкоголь_Віскі,31,10029.521776,47736,89
shop_st_красота_и_уход_уход_за_полостью_рта_зубные_пасты,59,10029.150308,111238,245
md_pmax_МБТ_техника_для_кухни,35,10025.308883,159070,91
md_pmax_алкоголь_джин,3,10024.43,110051,120
shop_st_продукты_питания_крупы,39,10024.345283,205785,221
shop_st_дача_сад_огород_садовые_работы,46,10024.089756,135407,194
srch_Продукты_и_напитки_DSA,8,10023.92,69685,149
md_pmax_продукты_питания_напитки_холодные_соки,22,10021.760068,145128,188
shop_st_зоотовары_собаки_здоровье,32,10016.63,120560,156
shop_st_красота_и_уход_уход_за_полостью_рта_електрические,44,10015.561592,50655,94
md_pmax_школа_офис_и_книги_живопись,29,10014.169664,176467,109
srch_prod_електроника,13,10004.74,90362,115
md_pmax_продукты_питания_напитки_холодные_соки,33,10004.299104,179362,277
md_pmax_бытовая_химия_средства_для_ухода_за_унитазом,46,10004.039204,90825,134
md_pmax_продукты_питания_бакалея_масло,44,10002.043673,138172,204
pr_mega_gdn_ocean25_2506,54,10000.621107,1984289,1
md_pmax_зоотовары_коты_гигиена,12,9996.729276,183956,224
srch_prod_детские_товары [1] Clone,59,9996.185804,139672,188
md_pmax_детские_товары_мебель,46,9987.822782,81614,161
srch_Алкоголь_Пиво,30,9986.631304,12439,90
srch_Алкоголь_Ігристі,33,9984.034059,32247,99
srch_Алкоголь_Ігристі,30,9978.786333,29607,114
md_pmax_товары_для_дома_посуда_инвентарь_и_аксессуары,36,9963.320827,124874,69
srch_DSA,31,9958.768715,108135,276
md_pmax_алкоголь_джин,26,9957.927016,101942,211
srch_Напої_гарячі,30,9953.540139,21998,96
srch_Красота_и_уход_DSA,32,9946.302022,95584,273
srch_prod_електроника,8,9943.39,108516,104
md_pmax_детские_товары_беременость_и_материнство,17,9942.381512,92097,174
md_pmax_продукты_питания_кондитерка,59,9939.321735,163805,262
shop_st_продукты_питания_крупы,34,9938.21,216373,185
pr_demgen_vendor_henkel_2506,54,9937.853116,166998,6
shop_st_продукты_питания_молочные_продукты,55,9936.084564,124810,187
srch_DSA,26,9931.27656,106067,415
md_pmax_продукты_питания_консервы,54,9930.650187,154887,255
md_pmax_продукты_питания_кондитерка_конфеты,59,9927.579834,177602,241
shop_st_красота_и_уход_уход_за_полостью_рта,41,9925.844423,116872,150
md_pmax_алкоголь_текила,46,9922.192263,97954,128
srch_Продукты_и_напитки_DSA,10,9920.7,68730,148
srch_cat_товары_для_дома,34,9918.055677,116850,274
md_pmax_продукты_питания_напитки_чай,16,9917.878239,228985,204
md_pmax_продукты_питания_консервы,31,9917.619366,223689,205
srch_DSA,9,9911.54,90647,349
srch_Алкоголь_Віскі,26,9907.101175,28772,97
shop_st_товары_для_дома_елки,29,9904.742012,157186,108
md_pmax_детские_товары_подгузники_пеленки,52,9897.987107,53233,164
md_pmax_продукты_питания_кондитерка_конфеты,1,9897.958995,225033,122
shop_st_продукты_питания_молочные_продукты,53,9897.389396,126168,196
srch_DSA,43,9897.254279,94840,455
srch_Алкоголь_Тихі_вина,29,9894.923406,5909,50
shop_st_красота_и_уход_уход_за_полостью_рта,49,9894.637671,104683,165
md_pmax_продукты_питания_консервы,46,9886.950677,167097,297
srch_Продукты_и_напитки_DSA,16,9886.927572,63256,211
md_pmax_продукты_питания_напитки_холодные_энергетические_напитки,31,9879.47991,113113,100
srch_Напої_гарячі,34,9878.97569,42467,132
md_pmax_алкоголь_джин,6,9872.66,102403,116
srch_DSA,22,9872.25,105815,313
md_pmax_алкоголь_бальзамы,26,9870.211764,118489,179
md_pmax_красота_и_уход_лореаль,9,9869.93124,230445,167
pr_vendor_video_lego_2412,28,9868.522051,418883,0
shop_st_детские_товары_питание_пюре,53,9866.973587,105194,170
md_pmax_продукты_питания_напитки_чай,15,9866.341548,207061,167
md_pmax_продукты_питания_напитки_холодные_энергетические_напитки,24,9863.569313,107411,92
md_pmax_алкоголь_ликеры_и_наливки,18,9863.12,119411,209
shop_sm_all_max,13,9859.3,798925,715
md_pmax_товары_для_здоровья_спортивное_питание,24,9853.260869,154438,122
md_pmax_детские_товары_мебель,34,9851.886037,134222,187
shop_st_товары_для_дома_посуда_посуда_для хранения продуктов,41,9847.629299,106628,52
srch_cat_детские_товары,55,9847.618541,68624,257
md_pmax_товары_для_дома_посуда_посуда_для хранения продуктов,25,9847.256356,114750,189
srch_Напої_гарячі,25,9843.904537,25856,55
md_pmax_красота_и_уход,26,9835.982456,150144,120
shop_st_зоотовары_собаки_здоровье,33,9835.05,125077,157
shop_st_красота_и_уход_уход_за_полостью_рта,38,9829.101151,118488,144
srch_cat_детские_товары,58,9826.277104,71512,248
md_pmax_товары_для_здоровья_спортивное_питание,28,9823.975882,166885,120
srch_cat_детские_товары,50,9822.62077,53323,232
srch_Красота_и_уход_DSA,34,9800.456531,85254,254
srch_DSA,35,9793.613466,110194,412
md_pmax_дача_сад_огород_растения_Горшки и_уход за_растениями,29,9791.558221,150770,152
srch_cat_алкоголь,43,9789.536576,57909,191
pr_mega_demgen_newyear24_2412,32,9785.498388,173169,46
shop_st_товары_для_дома_текстиль_для_дома,9,9783.36,147020,137
md_pmax_бытовая_химия_средства_для_ухода_за_унитазом,55,9780.080804,85857,140
md_pmax_товары_для_дома_посуда_инвентарь_и_аксессуары,39,9777.770229,142523,152
md_pmax_продукты_питания_соусы,2,9777.724556,211724,126
srch_cat_детские_товары,53,9775.284659,59187,259
pr_mega_demgen_smile-sale_vendor_PG_2409,16,9768.884752,120690,9
md_pmax_красота_и_уход_уход_за_лицом_умывание,48,9768.172325,115964,197
shop_st_продукты_питания_молочные_продукты,59,9766.179692,112670,186
md_pmax_продукты_питания_кондитерка_шоколад,2,9755.199927,227892,111
shop_st_красота_и_уход_уход_за_полостью_рта,46,9748.864491,105852,170
md_pmax_алкоголь_джин,2,9747.23,114736,135
md_pmax_бытовая_химия_средства_для_ухода_за_унитазом,10,9742.414191,114989,86
md_pmax_продукты_питания_снеки,22,9741.253189,246423,210
srch_prod_детские_товары,7,9739.79,94598,201
md_pmax_красота_и_уход_лореаль,61,9737.592556,82594,82
md_pmax_детские_товары_детсткие книги,60,9734.174086,111014,223
srch_Напої_гарячі,26,9732.904506,28408,69
srch_prod_електроника,14,9732.72,86327,106
shop_st_дача_сад_огород_дачный_отдых,12,9730.81,144975,90
srch_prod_детские_товары,0,9729.951009,70026,169
srch_cat_детские_товары,57,9729.214279,67021,270
md_pmax_продукты_питания_кондитерка_конфеты,56,9728.907883,174784,265
md_pmax_товары_для_здоровья_спортивное_питание,43,9722.953744,152922,222
shop_st_зоотовары_коты_здоровье,58,9722.762557,95328,141
md_pmax_продукты_питания_напитки_холодные_соки,25,9696.440715,125916,201
srch_cat_товары_для_дома,32,9690.537216,115642,330
srch_prod_детские_товары [1] Clone,25,9685.950965,95982,222
shop_st_детские_товары_питание_печенье,26,9684.806312,179170,224
shop_st_детские_товары_питание_пюре,51,9677.534015,109853,192
md_pmax_дача_сад_огород_растения_Горшки и_уход за_растениями,36,9674.017462,194639,179
md_pmax_алкоголь_бальзамы,8,9673.89,125666,117
md_pmax_товары_для_дома_посуда_посуда_для хранения продуктов,24,9673.035744,115832,209
md_pmax_алкоголь_текила,44,9669.76831,97853,112
md_pmax_продукты_питания_кондитерка_шоколад,56,9668.397808,150341,252
shop_st_дача_сад_огород_садовые_работы,45,9666.201586,150835,213
md_pmax_зоотовары_коты_гигиена,38,9664.888432,66654,147
md_pmax_красота_и_уход_гигиена_прокладки_урологические,28,9661.686399,56074,155
shop_st_красота_и_уход_уход_за_полостью_рта,50,9661.475864,108136,165
pr_video_vendor_Lego_2505,50,9658.302939,555558,0
shop_st_зоотовары_собаки_здоровье,10,9653.95,164572,180
srch_Продукты_и_напитки_DSA,9,9651.29,69281,175
srch_Товары_для_дома_DSA,55,9649.32709,55632,227
md_pmax_красота_и_уход_уход_за_лицом_умывание,19,9647.019513,126103,156
md_pmax_дача_сад_огород_растения,10,9646.859494,165613,129
md_pmax_красота_и_уход_гигиена_прокладки_урологические,12,9640.57454,74272,149
srch_cat_алкоголь,42,9640.290378,61355,180
pr_mega_demgen_byesummer24_2408,13,9639.071813,92566,2
srch_Алкоголь_Ігристі,31,9635.387491,32682,50
md_pmax_красота_и_уход_гигиена_прокладки_урологические,59,9633.664304,53580,187
md_pmax_красота_и_уход,25,9630.02191,136862,78
shop_st_дача_сад_огород_садовые_работы,47,9627.414446,141607,154
md_pmax_детские_товары_беременость_и_материнство,20,9625.031784,93620,102
md_pmax_товары_для_здоровья_БАДы,13,9613.792327,158625,124
shop_st_красота_и_уход_уход_за_телом_крема,35,9609.245764,152276,166
md_pmax_алкоголь_бальзамы,6,9604.85,114131,86
srch_cat_детские_товары,44,9598.406712,76357,291
srch_DSA,13,9596.34,94839,310
md_pmax_алкоголь_текила,59,9591.289478,95865,108
md_pmax_детские_товары_беременость_и_материнство,34,9582.727656,75411,144
srch_Красота_и_уход_DSA,44,9580.320136,54423,320
srch_DSA,52,9572.718876,70837,347
md_pmax_детские_товары_косметика_и_гигиена,14,9569.094723,108692,174
shop_st_детские_товары_питание_печенье,47,9566.360081,86821,168
md_pmax_алкоголь_ликеры_и_наливки,31,9563.74,220715,251
merch_shop,24,9562.545413,215556,57
md_pmax_красота_и_уход_уход_за_волосами_шампуни,13,9561.43,143102,167
md_pmax_красота_и_уход_уход_за_волосами_шампуни,27,9561.175188,133025,153
md_pmax_алкоголь_текила,54,9559.746491,91711,103
md_pmax_красота_и_уход_уход_за_волосами_шампуни,0,9557.473058,192418,135
md_pmax_детские_товары_питание,61,9556.89,62132,93
srch_Алкоголь_Пиво,26,9556.364424,10593,83
md_pmax_товары_для_дома_посуда_посуда_для хранения продуктов,26,9552.160038,112850,211
srch_cat_продукты_питания,59,9546.044624,58484,231
shop_st_товары_для_дома_посуда_посуда_для хранения продуктов,59,9545.230465,104617,232
srch_cat_алкоголь,2,9544.52,49262,195
md_pmax_красота_и_уход_гигиена_прокладки_урологические,34,9543.59,67252,127
srch_Продукти,35,9542.239485,33881,107
srch_cat_детские_товары,45,9537.686987,75922,282
srch_cat_товары_для_дома,27,9534.702001,109519,336
md_pmax_дача_сад_огород_растения_Горшки и_уход за_растениями,10,9533.974667,145512,131
md_pmax_детские_товары_беременость_и_материнство,21,9524.298236,91442,119
md_pmax_продукты_питания_кондитерка_шоколад,47,9518.539244,140613,323
md_pmax_зоотовары_коты_гигиена,59,9517.722652,73564,184
shop_sm_all_max,30,9513.74,613029,301
srch_Красота_и_уход_DSA,33,9512.561084,82179,235
md_pmax_красота_и_уход_уход_за_телом_дезодоранты,48,9510.061949,113269,138
shop_st_детские_товары_питание_печенье,24,9507.567155,154948,166
srch_cat_продукты_питания,58,9506.361828,65430,249
md_pmax_зоотовары_коты_дом_и_отдых,24,9497.513238,96422,63
shop_st_дача_сад_огород_садовые_работы,11,9496.62,153135,116
md_pmax_детские_товары_косметика_и_гигиена,16,9496.579372,104978,294
md_pmax_красота_и_уход_азиатская_косметика,20,9495.523461,109009,126
md_pmax_дача_сад_огород_растения_Горшки и_уход за_растениями,27,9489.814625,147358,121
srch_Бытовая_химия_DSA,53,9488.90631,49801,201
md_pmax_товары_для_дома_текстиль_кухня,41,9486.005335,104464,103
srch_Алкоголь_Пиво,21,9483.597857,11545,45
shop_st_продукты_питания_молочные_продукты,56,9483.323049,118486,166
md_pmax_красота_и_уход_уход_за_лицом_умывание,12,9481.11,160494,136
pr_mega_demgen_halloween24_2410,20,9476.922898,104834,2
md_pmax_детские_товары_косметика_и_гигиена,15,9469.188583,106651,203
md_pmax_детские_товары_игрушки_a,61,9463.640025,100360,111
md_pmax_зоотовары_коты_гигиена,34,9462.3,78756,159
shop_st_красота_и_уход_уход_за_телом_крема,48,9455.469583,101382,201
shop_st_продукты_питания_молочные_продукты,51,9453.163624,124142,225
shop_st_продукты_питания_крупы,52,9446.59549,142252,200
shop_st_детские_товары_питание_печенье,25,9441.615997,157814,187
srch_Красота_и_уход_DSA,39,9440.505156,83182,274
srch_cat_товары_для_дома,29,9438.961665,121890,435
shop_st_продукты_питания_молочные_продукты,60,9433.66,118977,167
srch_cat_товары_для_дома,20,9429.53,100826,253
md_pmax_продукты_питания_бакалея_масло,25,9422.487147,146435,179
md_pmax_зоотовары_коты_гигиена,47,9420.28167,71147,175
srch_Бытовая_химия_DSA,60,9416.503688,58017,236
md_pmax_продукты_питания_Азия,36,9410.566876,140159,121
md_pmax_продукты_питания_кондитерка,60,9395.59,167023,292
md_pmax_товары_для_здоровья_БАДы,8,9392.521453,170152,61
md_pmax_товары_для_здоровья_спортивное_питание,30,9391.33,161860,117
srch_prod_детские_товары [1] Clone,24,9386.781643,86352,192
shop_st_продукты_питания_молочные_продукты,45,9378.539285,147485,216
shop_st_красота_и_уход_уход_за_полостью_рта,52,9378.289143,99384,161
md_pmax_дача_сад_огород_растения_Горшки и_уход за_растениями,41,9376.479824,186042,206
shop_st_красота_и_уход_уход_за_полостью_рта,47,9369.848556,85053,169
md_pmax_товары_для_дома_текстиль_кухня,39,9368.490532,115573,72
srch_Продукти,34,9366.890813,34380,116
md_pmax_продукты_питания_снеки,3,9365.39,213285,124
md_pmax_красота_и_уход,29,9364.378081,166550,156
md_pmax_продукты_питания_кондитерка_батончики,40,9357.819748,150179,165
md_pmax_детские_товары_мебель,31,9356.788538,105609,150
md_pmax_продукты_питания_консервы,53,9353.750054,142756,217
pr_mega_demgen_blackfriday24_2411,25,9352.54579,98064,12
md_pmax_бытовая_химия_средства_для_мытья_посуды,16,9348.514893,102264,96
md_pmax_красота_и_уход_уход_за_лицом_крема,35,9347.791923,146519,216
shop_st_зоотовары_коты_здоровье,39,9346.690841,108778,102
shop_sm_all_max,14,9345.76,761200,741
shop_st_детские_товары_питание_каши,51,9345.458664,88761,170
md_pmax_детские_товары_беременость_и_материнство,29,9344.141742,78814,133
shop_st_товары_для_дома_елки,27,9336.751291,134894,93
md_pmax_продукты_питания_напитки_чай,23,9335.806438,220899,223
shop_st_продукты_питания_крупы,45,9334.258074,170471,259
shop_st_зоотовары_собаки_здоровье,34,9332.9,123898,172
md_pmax_продукты_питания_снеки,2,9330.51,232422,137
md_pmax_товары_для_дома_посуда_бар,60,9326.835895,61392,177
md_pmax_красота_и_уход_уход_за_лицом,46,9325.055506,103000,176
srch_Алкоголь_Віскі,19,9322.8,23068,31
srch_cat_продукты_питания,48,9321.801453,54948,262
srch_prod_детские_товары [1] Clone,56,9318.971358,116944,225
srch_cat_товары_для_дома,35,9313.246977,107757,314
md_pmax_продукты_питания_бакалея_масло,43,9312.349747,130395,217
md_pmax_продукты_питания_кондитерка_конфеты,60,9308.49,178633,241
srch_cat_детские_товары,48,9305.399243,59372,223
md_pmax_товары_для_дома_посуда_инвентарь_и_аксессуары,37,9299.691415,116671,103
srch_cat_детские_товары,40,9295.196808,82547,216
merch_shop,25,9294.14335,218207,96
md_pmax_детские_товары_подгузники_салфетки,22,9288.033309,210743,199
srch_Продукти_кондитерка,34,9287.635559,45800,92
shop_st_красота_и_уход_уход_за_полостью_рта,39,9285.623166,107592,151
md_pmax_красота_и_уход_уход_за_волосами_шампуни,36,9277.960558,145120,191
md_pmax_детские_товары_мебель,40,9276.927794,95396,143
md_pmax_детские_товары_косметика_и_гигиена,18,9275.798467,137348,199
md_pmax_бытовая_химия_средства_для_ухода_за_унитазом,47,9274.958161,111141,153
shop_st_товары_для_дома_хоз_инвентарь,46,9268.709925,94466,375
md_pmax_продукты_питания_бакалея_масло,10,9268.700839,134379,127
md_pmax_детские_товары_игрушки_a,1,9256.514589,329983,280
srch_Бытовая_химия_DSA,32,9256.300596,60014,149
md_pmax_бытовая_химия_средства_для_мытья_посуды,15,9247.155307,93053,111
srch_Бытовая_химия_DSA,54,9246.420461,53297,207
srch_prod_детские_товары [1] Clone,45,9246.035836,52951,204
shop_st_продукты_питания_крупы,60,9242.26,140767,190
md_pmax_продукты_питания_напитки_чай,17,9238.974867,220647,218
srch_Бытовая_химия_DSA,59,9238.712849,52780,200
md_pmax_продукты_питания_кондитерка_батончики,19,9230.256298,165008,106
md_pmax_алкоголь_бальзамы,24,9227.234049,120469,169
md_pmax_красота_и_уход_уход_за_волосами_шампуни,2,9223.87,192832,191
md_pmax_красота_и_уход_уход_за_телом_дезодоранты,58,9220.517462,104974,152
srch_Алкоголь_Ігристі,34,9219.947992,29548,106
md_pmax_красота_и_уход_защита_от_солнца,9,9219.49,169405,172
shop_st_товары_для_дома_посуда_посуда_для хранения продуктов,45,9217.849089,125926,182
md_pmax_продукты_питания_напитки_холодные_энергетические_напитки,42,9216.585805,126990,109
md_pmax_детские_товары_детсткие книги,56,9212.414897,100516,204
md_pmax_товары_для_здоровья_спортивное_питание,19,9209.62,160670,118
pr_mega_demgen_low-salt_2507,61,9205.733645,41355,21
shop_st_дача_сад_огород_садовые_работы,7,9204.11,197180,82
shop_st_дача_сад_огород_садовые_работы,43,9203.813451,164707,171
md_pmax_детские_товары_косметика_и_гигиена,19,9201.062747,133334,239
md_pmax_продукты_питания_кондитерка_шоколад,3,9200.237385,196053,100
shop_st_детские_товары_питание_печенье,37,9197.758294,146289,182
srch_Бытовая_химия_DSA,55,9196.47297,57759,227
md_pmax_красота_и_уход_гигиена_прокладки_урологические,7,9191.03,77030,131
srch_cat_алкоголь,3,9178.782909,46991,165
shop_st_продукты_питания_молочные_продукты,39,9177.41897,152607,185
shop_st_детские_товары_кормление,24,9176.385664,127877,174
md_pmax_продукты_питания_напитки_чай,22,9175.735792,211392,231
srch_cat_продукты_питания,56,9174.736358,63430,270
shop_st_продукты_питания_молочные_продукты,38,9161.355228,146386,137
srch_Алкоголь_Пиво,17,9160.55,15391,45
md_pmax_детские_товары_косметика_и_гигиена,13,9158.102496,115422,184
md_pmax_продукты_питания_напитки_чай,37,9154.199991,198048,267
md_pmax_продукты_питания_кондитерка_батончики,26,9153.627436,135948,125
md_pmax_продукты_питания_напитки_чай,24,9149.654152,214184,237
shop_st_дача_сад_огород_садовые_работы,58,9139.695536,108449,201
shop_st_красота_и_уход_уход_за_полостью_рта,42,9136.200781,114849,165
md_pmax_алкоголь,29,9134.422918,221061,171
md_pmax_красота_и_уход_азиатская_косметика,36,9131.940226,125414,169
md_pmax_продукты_питания_кондитерка_конфеты,2,9122.592419,212858,120
md_pmax_алкоголь_бальзамы,30,9120.35,132183,199
srch_Красота_и_уход_DSA,40,9115.670861,78507,305
md_pmax_красота_и_уход_уход_за_волосами_шампуни,9,9115.551848,157355,220
shop_st_детские_товары_питание_печенье,46,9114.435166,96381,154
md_pmax_товары_для_дома,39,9113.331413,80270,375
shop_st_продукты_питания_молочные_продукты,40,9112.91658,137795,165
shop_st_товары_для_дома_текстиль_для_дома,14,9111.97,138074,131
shop_st_продукты_питания_молочные_продукты,49,9108.00839,122215,173
md_pmax_продукты_питания_напитки_холодные_вода,25,9107.327929,90575,316
srch_cat_продукты_питания,60,9105.786155,60296,265
[YouTube] Просування каналу,40,9104.883831,89533,0
md_pmax_продукты_питания_напитки_холодные_соки,14,9103.751345,145520,136
shop_st_дача_сад_огород_садовые_работы,56,9102.862913,128854,219
md_pmax_красота_и_уход_спф,46,9097.94822,81862,138
md_pmax_красота_и_уход_уход_за_лицом_умывание,13,9097.23,146388,106
md_pmax_продукты_питания_кондитерка_конфеты,10,9095.578586,189532,122
shop_sm_all_max,25,9094.685104,506162,390
srch_cat_детские_товары,60,9087.940333,72311,249
shop_st_красота_и_уход_уход_за_телом_крема,29,9087.549883,141265,110
md_pmax_алкоголь,30,9081.5,202286,182
shop_st_красота_и_уход_уход_за_полостью_рта,58,9080.193789,90014,132
md_pmax_товары_для_дома_посуда_посуда_для хранения продуктов,28,9078.017754,105393,201
md_pmax_красота_и_уход_азиатская_косметика,21,9071.190402,91889,129
srch_prod_детские_товары [1] Clone,23,9070.907762,79807,173
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых_белла_GA4,38,9066.976432,45670,41
md_pmax_продукты_питания_снеки,12,9065.841793,263457,177
md_pmax_красота_и_уход_уход_за_телом_дезодоранты,49,9059.921755,105464,133
md_pmax_продукты_питания_напитки_чай,60,9059.44,141541,254
shop_st_дача_сад_огород_дачный_отдых,16,9057.46,124692,104
md_pmax_алкоголь_бальзамы,35,9054.918041,125196,148
md_pmax_красота_и_уход_уход_за_волосами,8,9043.35,216639,205
shop_st_детские_товары_питание_печенье,33,9042.4,160548,226
md_pmax_продукты_питания_напитки_холодные_вода,51,9041.689688,123148,174
md_pmax_красота_и_уход_уход_за_волосами,4,9041.5,236940,161
md_pmax_красота_и_уход_уход_за_волосами_шампуни,7,9040.17,162416,180
md_pmax_алкоголь_бальзамы,25,9036.721525,120335,171
md_pmax_детские_товары_детсткие книги,44,9033.775695,105210,189
shop_st_товары_для_дома_текстиль_для_дома,15,9031.08,134301,155
md_pmax_красота_и_уход_уход_за_волосами_шампуни,28,9028.133325,121789,180
srch_Детские_товары_DSA,24,9022.281568,59815,157
shop_st_продукты_питания_молочные_продукты,52,9016.956098,120782,187
md_pmax_алкоголь_джин,28,9012.249064,114911,203
pr_vendor_video_lego_2412,30,9010.233086,423426,3
md_pmax_детские_товары_детсткие книги,58,9010.060496,95748,200
md_pmax_товары_для_дома_посуда_бар,42,9008.459978,97756,138
shop_st_красота_и_уход_уход_за_полостью_рта,51,9006.413881,93622,196
md_pmax_товары_для_дома_посуда_чай_и_кофе,38,9004.563804,108888,83
md_pmax_красота_и_уход_гигиена_прокладки_урологические,8,9002.82,76052,131
md_pmax_красота_и_уход_макияж_глаза,41,9000.873637,148853,184
md_pmax_красота_и_уход_уход_за_волосами,31,8993.631967,139471,172
md_pmax_продукты_питания_напитки_холодные_энергетические_напитки,19,8993.191928,114301,88
srch_cat_товары_для_дома,38,8989.793566,85218,281
pr_mega_gdn_honey25_2505,51,8985.773557,1731773,3
md_pmax_школа_офис_и_книги_живопись,24,8977.341072,111325,52
srch_Товары_для_дома_DSA,33,8977.256494,47901,238
srch_prod_детские_товары [1] Clone,20,8971.032618,76800,157
md_pmax_продукты_питания_напитки_чай,43,8967.086064,175192,282
md_pmax_товары_для_здоровья_спортивное_питание,45,8965.915837,141494,211
shop_st_детские_товары_питание_печенье,44,8961.943002,128586,175
srch_Бытовая_химия_DSA,58,8959.557869,55006,200
md_pmax_алкоголь,46,8953.383408,184867,175
shop_st_детские_товары_питание_пюре,49,8952.89784,94094,190
srch_Алкоголь_Тихі_вина,27,8951.682388,5016,52
md_pmax_красота_и_уход_уход_за_лицом_умывание,20,8948.83343,130028,119
md_pmax_товары_для_дома_хозяйственный_инвентарь_хозяйственные товары_туалетная_бумага_GA4,5,8942.279731,91715,50
srch_cat_продукты_питания,55,8934.836326,59576,266
srch_Детские_товары_DSA,28,8933.112115,61104,200
md_pmax_товары_для_дома_хозяйственный_инвентарь_хозяйственные товары_Все_для_хранения_и_организации пространства_GA4,1,8931.959122,56989,19
srch_cat_продукты_питания,53,8928.28581,49481,243
md_pmax_бытовая_химия_средства_для_ухода_за_унитазом,43,8928.175807,90031,149
srch_Напої_холодні,30,8927.884211,27340,65
md_pmax_товары_для_дома_посуда_посуда_для хранения продуктов,9,8923.453747,104890,102
md_pmax_алкоголь_бальзамы,27,8921.168329,113149,173
md_pmax_алкоголь_текила,45,8918.658827,87690,115
srch_Детские_товары_DSA,25,8913.87542,69162,161
md_pmax_МБТ_техника_для_кухни,29,8911.430892,139601,55
md_pmax_товары_для_дома_текстиль_одеяла_подушки_наматрасники,40,8911.190239,92761,77
shop_st_детские_товары_питание_каши,50,8902.234689,96811,177
md_pmax_товары_для_дома_посуда_сервировка_стола_GA4,2,8901.064711,90142,97
